locus_tag,gene_name
ssl1762_5'UTR,ssl1762
slr1277-as2,slr1277-as2
sll0175,sll0175
slr2111-as,slr2111-as
ssr0663,ssr0663
slr1667-as,slr1667-as
sll0790,hik31
sll0723,sll0723
sll1755,sll1755
slr0799,slr0799
slr1924,slr1924
ncl1290,ncl1290
ncr1100,ncr1100
sll1747_5'UTR,aroC
slr1753-as,slr1753-as
slr1820,slr1820
sll1049-as,sll1049-as
sll0209-as,sll0209-as
sll0517,rbp1; rbpA
sll0930-as,sll0930-as
slr0600-as,slr0600-as
sll0048_5'UTR,sll0048
slr1208,slr1208
slr0605_5'UTR,slr0605
sll0932,sll0932
sll1557_5'UTR,sucD
slr0783_5'UTR,tpi
slr1644,slr1644
6803t21_5'UTR,6803t21_5'UTR
slr1522_5'UTR,slr1522
sll0802,sll0802
sll1378,sll1378
6803t25,6803t25
slr0305,slr0305
slr1545-as,slr1545-as
slr0115,rpaA;  ycf27
slr1990_5'UTR,slr1990
slr2045,slr2045
slr1236,slr1236
slr0172_5'UTR,guaB
slr1329,atpB
ssr1049,ssr1049
sll0617,vipp1
slr1245,slr1245
slr1023,slr1023
slr1542,ispF
slr1867,trpD
slr1516-as,slr1516-as
slr0350,slr0350
slr1407,slr1407
slr0073_5'UTR,hik36
sll0584,ycf36
slr0666,slr0666
slr1183,slr1183
6803t13,6803t13
ssl1378,ssl1378
slr0974-as,slr0974-as
sll0984_5'UTR,sll0984
slr1536,recQ
ncl0790,ncl0790
sll1234,ahcY
slr1998,slr1998
slr0379,slr0379
sll8049,sll8049
sll0727,sll0727
slr0981,slr0981
sll1005,sll1005
sll1280,sll1280
sll1704,csgA
sll1764,sll1764
sll1298,clcD
slr0092,slr0092
sll0478,sll0478
sll1270-as,sll1270-as
slr0670_5'UTR,slr0670
sll1580,cpcC1
slr0945,slr0945
slr0517-as,slr0517-as
sll0505-as,sll0505-as
slr0880,slr0880
slr1109_5'UTR,ank
ssr1604,rpl28
sll0455,thrA
sll1758,sll1758
slr1645,psb27;  psbZ
ssr3188,ssr3188
ssl0331,ssl0331
slr1196,slr1196
slr5071,slr5071
slr1267-as,slr1267-as
ssr2422,ssr2422
slr1028-as7,slr1028-as7
sll1625,sdhB
sll0260_5'UTR,sll0260
ssr0871,ssr0871
slr1837_5'UTR,slr1837
slr0169,slr0169
ssl0739,ssl0739
slr7015,slr7015
slr1248-as,slr1248-as
slr1959,slr1959
slr1270-as,slr1270-as
slr0581,slr0581
slr0359-as2,slr0359-as2
slr1265,rpoC1
slr0541-as,slr0541-as
slr1436,slr1436
slr0579,slr0579
sll1697,sll1697
sll0920-as3,sll0920-as3
slr1073,slr1073
slr1768,slr1768
slr1811,slr1811
ncr0570,ncr0570
sll1566,ggpS
sll0267-as2,sll0267-as2
slr1334,pgm2
ssl1464,ssl1464
slr1356_5'UTR,rps1a
sll1712,sll1712
slr1139,trxA
slr1559,aroE
slr1034-as,slr1034-as
sll1825-as,sll1825-as
slr0171_5'UTR,ycf37
slr1068,slr1068
slr1083,slr1083
sll1969,sll1969
ncl0170,ncl0170
slr1871,slr1871
sll1556_5'UTR,sll1556
slr1419,slr1419
sll0451_5'UTR,sll0451
slr1660_5'UTR,slr1660
slr0557-as,slr0557-as
sll0933,sll0933
sll1220,hoxE
slr7010,slr7010
ssr5121,ssr5121
slr2094,fbpI
ncr1330,ncr1330
ssl0563,psaC
ncr0460,ncr0460
slr0007-as,slr0007-as
slr0846,slr0846
sll0658,sll0658
sll0505,sll0505
slr0001,slr0001
slr0868,slr0868
slr0727,slr0727
ssr2554-as,ssr2554-as
sll1945,sll1945
slr0042,slr0042
slr1403-as6,slr1403-as6
slr1140,slr1140
slr1743_5'UTR,ndbB
sll2010-as,sll2010-as
sll1553_5'UTR,pheT
slr0732,slr0732
sll1749,sll1749
slr0854,phrA
slr1886,slr1886
slr1451_5'UTR,slr1451
ssr2340,ssr2340
ncr1310,ncr1310
ssl0294_5'UTR,ssl0294
slr5018,slr5018
sll0735-as,sll0735-as
slr2095,slr2095
slr1659,slr1659
slr0729_5'UTR,slr0729
6803t24,6803t24
ssr1766,ssr1766
ssr3341_5'UTR,hfq
sll1898-as,sll1898-as
slr1878-as,slr1878-as
slr1456,pilA4
slr0963,sir
slr1213,uirR
sll1890,cobN
slr0420-as,slr0420-as
sll0829-as,sll0829-as
sll0865,uvrC
sll1703-as,sll1703-as
slr0926,ubiA
sll0754-as,sll0754-as
slr2077-as,slr2077-as
slr1702,slr1702
sll0764,urtD
slr1829,phaE
slr1416_5'UTR,morR
sll1913,sll1913
sll1154,norA
sll1598,mntC
slr1579_5'UTR,slr1579
sll0807_5'UTR,rpe
slr1552-as3,slr1552-as3
slr0417,gyrA
slr7082,slr7082
slr2088_5'UTR,ilvG
sll0477-as,sll0477-as
ssr3571,ssr3571
slr1683,slr1683
slr1414_5'UTR,hik11
sll1388_5'UTR,sll1388
sll0069,sll0069
sll1281_5'UTR,psbZ;  ycf9
slr0165,clpP3
sll1624,sll1624
slr1727-as,slr1727-as
slr0384_5'UTR,sqdX
sll1510,sll1510
sll1477,sll1477
slr0272,slr0272
ncr0350,ncr0350
sll1670,hrcA
sll1191,sll1191
sll0936-as,sll0936-as
sll1555_5'UTR,hik42
slr0608_5'UTR,hisIE
sll0744,sll0744
sll1879-as,sll1879-as
sll0107,eda
sll0934_5'UTR,ccmA
slr2080,slr2080
sll0814-as,sll0814-as
slr0022_5'UTR,slr0022
slr1975,slr1975
slr1123,gmk
Norf5,Norf5
sll1470-as,sll1470-as
ssl3382,ssl3382
slr0804-as,slr0804-as
sll0412,sll0412
ncr1700,ncr1700
sll0813,ctaC
ncr1450,ncr1450
slr2097,glbN
sll0539,sll0539
slr1622,ppa
sll0936,sll0936
slr0744-as,slr0744-as
slr0033,slr0033
slr1857-as,slr1857-as
slr1830,phaC
slr0542,clpP
slr0652,hisA
6803t04,6803t04
slr0384,sqdX
ssr5074,ssr5074
slr8016,slr8016
slr2018-as,slr2018-as
sll0065_5'UTR,ilvN
sll1965_5'UTR,sll1965
slr1216,mgtE
ncl1580,ncl1580
ssl1807,ssl1807
ncr1470,ncr1470
sll1628,sll1628
slr1718,slr1718
sll1860,sll1860
ncr0330,ncr0330
ncr0900,ncr0900
sll1071,sll1071
sll1931_5'UTR,glyA
ssr2061-as,ssr2061-as
ssr2848-as2,ssr2848-as2
slr5110,slr5110
sll1631,sll1631
sll1572-as2,sll1572-as2
slr0544,slr0544
slr7088,slr7088
sll0877-as,sll0877-as
slr1991,cya1
slr2128,slr2128
slr1681,slr1681
sll0569,recA
sll1926_5'UTR,sll1926
sll1770,sll1770
sll0643,ureG
slr0111-as,slr0111-as
sll1095,sll1095
sll1485-as,sll1485-as
slr0751,slr0751
sll1682,sll1682
sll1470_5'UTR,leuC
sll1606-as,sll1606-as
slr1393-as,slr1393-as
slr0665-as,slr0665-as
ssl1918,ssl1918
sll0854-as,sll0854-as
slr1490-as,slr1490-as
slr1290,slr1290
sll0057,grpE
slr1744-as,slr1744-as
slr0872-as,slr0872-as
sll0205,sll0205
smr0005_5'UTR,psaM
sll1791,sll1791
slr1879,cobI
ncl0780,ncl0780
slr1636,slr1636
slr1105,fus
slr1063,slr1063
slr8046,slr8046
smr0009_5'UTR,psbN
ncl1710,ncl1710
slr0590,slr0590
sll0318,sll0318
sll0896,ruvC
ncr1150,ncr1150
slr0593-as,slr0593-as
sll0764-as,sll0764-as
sll0648_5'UTR,lim
slr7041,slr7041
slr0889,slr0889
sll1004,sll1004
slr0351_5'UTR,slr0351
ssr7017,ssr7017
slr1494-as,slr1494-as
sll1752-as,sll1752-as
6803t12,6803t12
slr0971-as,slr0971-as
sll1611,sll1611
slr1641-as,slr1641-as
slr0301-as,slr0301-as
ncr0030,ncr0030
slr1107,slr1107
ncr0500,ncr0500
slr0981-as2,slr0981-as2
slr0434,efp
slr0457,truB
slr0032,ilvE
slr0783,tpi
slr1368,cobL
slr8044,slr8044
slr1787_5'UTR,slr1787
6803r01,6803r01
ncr1670,ncr1670
sll1679,hhoA
slr0483_3'UTR,slr0483
sll1201,sll1201
slr1072,yefA
slr0474-as,slr0474-as
sll1006-as,sll1006-as
slr1257,slr1257
slr1972,ycf81
slr0359-as3,slr0359-as3
sll0408_5'UTR,sll0408
sll0772,sll0772
sll1406,fhuA
slr0261-as3,slr0261-as3
slr1926-as3,slr1926-as3
sll0413-as,sll0413-as
sll1268_5'UTR,sll1268
slr0882,ycf84
slr0192-as,slr0192-as
slr2126,slr2126
ncl0740,ncl0740
sll0629,psaK2
sll1189,glcE
slr0460,slr0460
sll1254,sll1254
slr0199-as,slr0199-as
sll1764_5'UTR,sll1764
sll0732,sll0732
sll1070,tktA
sll1389,sll1389
ssr2710,ssr2710
sll0247-as2,sll0247-as2
sll0502,argS
sll1973,sll1973
slr2027-as,slr2027-as
slr2026,folP
sll0902,argF
slr0398-as,slr0398-as
slr0204,ycf83
6803t14_5'UTR,6803t14_5'UTR
sll1832_5'UTR,sll1832
slr0334,slr0334
slr0337,slr0337
slr1656,murG
slr2074_5'UTR,manA
slr0904,comM
slr0059,slr0059
slr0487-as,slr0487-as
ssr5011,ssr5011
slr5040,slr5040
sll1479-as,sll1479-as
slr2078,slr2078
sll0662,sll0662
ncl0830,ncl0830
ssl3127,ssl3127
slr0019,slr0019
6803t10,6803t10
sll0283,sll0283
sll0321,sll0321
slr1751,prc
slr0602,slr0602
sll0687,sigI
sll1121-as,sll1121-as
slr0053,slr0053
sll0909-as,sll0909-as
slr0213_5'UTR,guaA
slr1342,slr1342
slr0331-as2,slr0331-as2
sll0312-as,sll0312-as
sll1003,hik13
sll0876,ruvA
slr0528-as,slr0528-as
slr0702,slr0702
ssl3580,hypC
slr0838,purM
slr1455,cysA
sll1832,sll1832
sll0754,sll0754
slr0688-as2,slr0688-as2
sll0274-as,sll0274-as
slr0008,ctpA
sll0248,isiB
ssr0692_5'UTR,ssr0692
6803t26,6803t26
6803t22,6803t22
slr0216-as,slr0216-as
sll1203,sll1203
sll0665,sll0665
ssl3410,ssl3410
sll0286,ycf52
sll0284-as,sll0284-as
sll1119-as,sll1119-as
smr0010,petG
slr0498_5'UTR,slr0498
sll0623,sll0623
slr1564-as,slr1564-as
slr2125-as,slr2125-as
slr0654,slr0654
slr2019,slr2019
sll0981-as,sll0981-as
slr1744,amiA
slr1691-as2,slr1691-as2
slr1945_5'UTR,pgam1
slr0942,slr0942
sll0031_5'UTR,sll0031
sll0630,sll0630
sll0981,sll0981
slr1763-as2,slr1763-as2
ncl1600,ncl1600
sll0107-as2,sll0107-as2
slr0820,slr0820
sll1276-as,sll1276-as
ssl1377,ssl1377
slr1357,slr1357
slr1367,glgP2
slr1641_3'UTR,clpB1
sll0204,gidA
slr0479-as2,slr0479-as2
sll1053-as,sll1053-as
sll1037-as,sll1037-as
ssr0109,ssr0109
sll1121-as3,sll1121-as3
ncl0490,ncl0490
sll1131,sll1131
sll1631-as,sll1631-as
sll0825_5'UTR,pcnB
sll1596,kaiB2
ncr0540,ncr0540
sll1376,sll1376
sll1434_5'UTR,mrcA
slr1874,ddl
slr1673,spoU
slr0284,slr0284
slr0640,hik27
sll0100_5'UTR,ama
slr0662,speA1
sll1202,sll1202
Norf1_3'UTR,Norf1
sll0018,fbaA;  fda
slr0271,slr0271
sll0994,sll0994
sll1509,ycf20
sll1564,leuA
ncl0870,ncl0870
sml0004-as,sml0004-as
slr1776-as,slr1776-as
sll1815,adk2
sll1888_5'UTR,hik5
sll0875,sll0875
sll1600,mntB
sll0822_5'UTR,sll0822
slr1656_5'UTR,murG
sll1267,sll1267
ssr1169,ESI3
sll0723-as3,sll0723-as3
sll0250,dfp
ncl1100,ncl1100
ncl0500,ncl0500
slr2009-as,slr2009-as
slr0217,slr0217
sll0109,aroH
slr1564_5'UTR,sigF
sll1609_5'UTR,sll1609
slr1900,slr1900
sll1721-as,sll1721-as
sll0814_5'UTR,sll0814
slr0050,ycf56
sll0271-as,sll0271-as
ssl0738,ssl0738
slr2119,slr2119
slr1919,slr1919
sll0249,sll0249
sll1865,prfB
slr0661,proC
sll1262_5'UTR,sll1262
sll1771-as,sll1771-as
slr1982,slr1982
sll0300-as,sll0300-as
sll0785,sll0785
slr1562,grxC
sll0007-as,sll0007-as
sll1041-as,sll1041-as
sll1006,sll1006
sll1369-as,sll1369-as
sll1043,pnp
sll0414,sll0414
sll0578,purK
sll0245_5'UTR,sll0245
sll1297,pobA
slr0163,pilC'
sll0135,sll0135
smr0003,petM
slr0076,slr0076
slr0445-as,slr0445-as
sll1590_5'UTR,hik20
ssr3307,secG;  ycf47
smr0006,psbF
slr0535_5'UTR,slr0535
sll0909,sll0909
slr1783-as2,slr1783-as2
sll0664,sll0664
NC-2306445,NC-2306445
sll0762,sll0762
slr1594,slr1594
slr1898,argB
slr1743,ndbB
ssl1263,ssl1263
sll1568,sll1568
sll1863,sll1863
sll0590,sll0590
slr0536,hemE
slr1570-as,slr1570-as
sll0873,napC
ssr0330,ftrV
ncl0400,ncl0400
sll0023-as,sll0023-as
sll1509_5'UTR,ycf20
slr0451,ski2
ssr2554,ssr2554
sll0335,sll0335
sll1223-as,sll1223-as
sll1407,sll1407
ssl2233_5'UTR,rps20
slr2076-as,slr2076-as
slr1258,slr1258
Norf6_5'UTR,Norf6
slr1094,slr1094
sll0261_5'UTR,sll0261
slr1053,slr1053
sll0556,sll0556
sll1432-as,sll1432-as
smr0009,psbN
slr2110,slr2110
slr1403-as,slr1403-as
sll0842-as,sll0842-as
sll0369,sll0369
slr1224-as2,slr1224-as2
sll1017,amt2
slr0474-as2,slr0474-as2
sll0888,sll0888
slr1266_5'UTR,slr1266
sll0513-as,sll0513-as
sll1063,sll1063
slr0748_5'UTR,slr0748
sll1559,sll1559
ncr1395,ncr1395
slr1515,ictB
slr1776-as2,slr1776-as2
ncl1800,ncl1800
sgl0002,sgl0002
6803t23,6803t23
sll0297-as,sll0297-as
ncr0880,ncr0880
ncr1530,ncr1530
sll0461-as,sll0461-as
slr0844,ndhF1
ssr2318,ssr2318
sll1611_5'UTR,sll1611
slr7052,slr7052
slr1028-as12,slr1028-as12
slr0434_5'UTR,efp
ncr0780,ncr0780
slr0545,slr0545
sll1537,sll1537
sll0207,rfbA
slr1362,slr1362
slr0888_5'UTR,slr0888
ssl2084-as,ssl2084-as
sll0485-as,sll0485-as
sll1965,sll1965
slr1453-as,slr1453-as
ncr0310,ncr0310
ssl0352,ssl0352
slr0920-as,slr0920-as
slr1069-as,slr1069-as
slr2131-as,slr2131-as
sll0654-as,sll0654-as
slr0867,slr0867
slr0197-as,slr0197-as
slr2062-as,slr2062-as
sll0905-as,sll0905-as
slr1356,rps1a
Norf7_5'UTR,Norf7
slr0196,slr0196
slr0710_5'UTR,gdhA
slr1119-as2,slr1119-as2
slr2067,apcA
slr0406,pyrC
slr0887,slr0887
slr0006,slr0006
sll0792,ziaR
slr1071,slr1071
slr1300,ubiH
sll1643_5'UTR,sll1643
slr1035,slr1035
sll0860-as,sll0860-as
6803t03,6803t03
slr1596-as,slr1596-as
slr2057-as,slr2057-as
slr0416,slr0416
slr0216,cobP
ssl2667_5'UTR,cnfU;  synifU
ssl0563_5'UTR,psaC
slr2001,cphB
ssl0294,ssl0294
sll0546,sll0546
slr0917,bioF
slr2143,cefD
slr0007,slr0007
ssr1765,ssr1765
slr1166-as,slr1166-as
sll1086,sll1086
sll0271,nusB
slr0480-as,slr0480-as
slr0226_5'UTR,slr0226
ssr2711-as,ssr2711-as
sll1300,sll1300
slr1146_5'UTR,slr1146
sll0375-as,sll0375-as
sll0892,panD
ncl0520,ncl0520
sll1579,cpcC2
sll1274,sll1274
ssr2857-as,ssr2857-as
sll0680,pstS
sll1495,sll1495
sll6054,sll6054
sll0686,sll0686
slr1463_5'UTR,fusA
sll0651,sll0651
sll2010,murD
ssl2999,ssl2999
sll1763,sll1763
sll1206,iutA
sll1027,gltD
sll1771,pphA
slr0280_5'UTR,slr0280
sll1967-as,sll1967-as
slr0054,dgkA
ssl0769-as,ssl0769-as
slr0354-as,slr0354-as
ssr1562-as,ssr1562-as
sll1064,sll1064
ncl0600,ncl0600
slr1167,gldA
sll0020-as,sll0020-as
sll0481,sll0481
slr0709,slr0709
slr1667_5'UTR,slr1667
slr1455-as,slr1455-as
slr1686,slr1686
sll0944-as,sll0944-as
slr0861,purT
slr1735_5'UTR,bgtA
slr0327,hitB
sll1165,mutS
slr1937,slr1937
sll1426,sll1426
ncr0720,ncr0720
sll0398,dgt
sll0209-as2,sll0209-as2
slr0502,cobW
sll1675,sll1675
ssr2803,ssr2803
slr0265,slr0265
ssl2598,psbH
sll1874,acsF2; cycII; ycf59
ssl0467_5'UTR,ssl0467
ssl2501-as,ssl2501-as
sll0532,sll0532
slr1827-as,slr1827-as
ssl2296,dcoH
slr0978,slr0978
ncl0700,ncl0700
ncr0830,ncr0830
slr0442-as3,slr0442-as3
sll0007,sll0007
slr0454,slr0454
ssr3122,ssr3122
slr0031_5'UTR,slr0031
sll1321,atp1
slr1611-as,slr1611-as
sll0177-as,sll0177-as
sll1009-as,sll1009-as
slr0613,slr0613
slr0231-as,slr0231-as
slr0092-as,slr0092-as
sll1862,sll1862
sll1389-as,sll1389-as
slr1198-as,slr1198-as
slr0644,slr0644
ssl1493,ssl1493
sll0857,sll0857
slr0980-as,slr0980-as
ncl0810,ncl0810
6803t21,6803t21
Norf6,Norf6
ncr1320,ncr1320
sll0726,pgm1
sll0414_5'UTR,sll0414
sll1516-as,sll1516-as
sll0995,sll0995
slr1347,icfA
sll0026-as,sll0026-as
slr1301_5'UTR,slr1301
sll0843-as2,sll0843-as2
ssl1520,ssl1520
sll0689,nhaS3
ncr1560,ncr1560
slr2005,slr2005
ssr1114,ssr1114
ssr0482_5'UTR,rps16
sll1973-as,sll1973-as
sll0844,sll0844
sll0518-as,sll0518-as
sll1677-as,sll1677-as
sll0775,sll0775
slr0703,slr0703
sll1370-as,sll1370-as
slr1496,slr1496
slr1761,ytfC
sll0502_5'UTR,argS
slr5078,slr5078
slr1490-as2,slr1490-as2
ssr1562-as2,ssr1562-as2
sll0763,sll0763
sll0002_5'UTR,ponA
slr0599-as,slr0599-as
slr0744-as2,slr0744-as2
slr1290-as,slr1290-as
slr0440-as,slr0440-as
slr0680_5'UTR,slr0680
sll1861,sll1861
sll0726_5'UTR,pgm1
slr0244_5'UTR,slr0244
sll1118,sll1118
slr1918,slr1918
sll0793,sll0793
ncl0070,ncl0070
sll1201_5'UTR,sll1201
ssr3467_5'UTR,ssr3467
slr1202,lacF
ssr0759,ssr0759
sll0294,sll0294
slr0498,slr0498
sll0742,sll0742
sll1761,sll1761
sll0080-as,sll0080-as
slr0658-as3,slr0658-as3
sll0441,sll0441
ssl0426,ssl0426
sll1723-as,sll1723-as
ncr1130,ncr1130
slr0770,slr0770
sll0066,sll0066
slr0623-as,slr0623-as
ssr2786,ssr2786
slr0594,slr0594
ssr2843,ssr2843
slr1176-as2,slr1176-as2
slr1182,slr1182
slr1437,slr1437
ncl0270,ncl0270
ncr1250,ncr1250
sll1499-as,sll1499-as
ssl3829,ssl3829
slr0364,slr0364
sll1437,sll1437
sll1544,sll1544
sll1109,sll1109
slr1366,lspA
sll1156,sll1156
slr0664-as,slr0664-as
sll1283_5'UTR,spoIID
slr1513,sbtB
sll1528-as,sll1528-as
sll0421,purB
sll1142_5'UTR,sll1142
slr0483-as,slr0483-as
sll1806-as,sll1806-as
6803t08,6803t08
slr2023_5'UTR,fabD
slr0042-as3,slr0042-as3
slr1841_5'UTR,slr1841
slr7032,slr7032
slr1610-as,slr1610-as
sll1178-as,sll1178-as
slr1440,slr1440
sll2008,sll2008
slr0058,slr0058
slr0797,coaT
6803t15,6803t15
sll1381,sll1381
sll0587,pykF
slr0869_5'UTR,slr0869
slr0809_5'UTR,rfbB
slr1148-as,slr1148-as
ssl1762,ssl1762
sll1667,mom72
slr1739,psb28-2
sll0616-as2,sll0616-as2
slr1586,slr1586
sll1726,sll1726
slr0260,cobO
slr1390,ftsH1
sll0171,gcvT
slr1588,slr1588
slr1609-as,slr1609-as
slr0211,slr0211
slr1593,slr1593
slr1679,slr1679
slr1065,slr1065
sll0877_5'UTR,sll0877
sll0993-as,sll0993-as
sll1315-as,sll1315-as
slr1085-as,slr1085-as
slr0514,slr0514
sll1871,hik6
sll1681-as,sll1681-as
sll0272,sll0272
sll1908,serA
slr1870,slr1870
sll6052,sll6052
sll0809,sll0809
slr7094,slr7094
sll1733-as,sll1733-as
slr0142_5'UTR,slr0142
sll0757_5'UTR,purF
slr2035,proB
sll0083,gmhA
sll0148_5'UTR,sll0148
slr0611,sds
sll1558_5'UTR,sll1558
slr0517_5'UTR,slr0517
slr1624-as,slr1624-as
sll0525,sll0525
sll0552-as,sll0552-as
sll0018_5'UTR,fbaA;  fda
6803t33_5'UTR,6803t33_5'UTR
slr1228_5'UTR,prfC
slr1030,chlI
slr0407,slr0407
slr1600,slr1600
sll1169,sll1169
sll1028,ccmK2
ssr1175,ssr1175
ssl2922-as,ssl2922-as
slr5016,slr5016
sll1355,sll1355
ncr1340,ncr1340
slr0488-as,slr0488-as
slr0314,slr0314
slr1495,slr1495
slr5105,slr5105
slr1120,pilD
ssl3142,ssl3142
sll1985,sll1985
sll0509_5'UTR,sll0509
ncr1550,ncr1550
sll1671_5'UTR,sll1671
slr1397-as,slr1397-as
ssl2138,ssl2138
sml0007,psbY
slr1626-as,slr1626-as
slr0654-as,slr0654-as
slr1214-as,slr1214-as
slr1177-as,slr1177-as
slr2046-as5,slr2046-as5
sll0244,galE
slr1489,pchR
sll0872,sll0872
slr2088-as2,slr2088-as2
ncr1400,ncr1400
sll0315,sll0315
sll0596,sll0596
slr0366-as,slr0366-as
slr0823-as2,slr0823-as2
ncr0240,ncr0240
sll0829_5'UTR,rapQ
sll1270,bgtB
slr0593,samp
slr0363,slr0363
ncr0290,ncr0290
slr1475,slr1475
sll0690,vapC
slr1808_5'UTR,hemA
sll1844-as2,sll1844-as2
ncl0330,ncl0330
slr1488,slr1488
slr2032_5'UTR,ycf23
slr0404_5'UTR,slr0404
sll0306-as,sll0306-as
slr0408-as4,slr0408-as4
slr1809_5'UTR,slr1809
slr1777,chlD
sll1354-as,sll1354-as
slr0877-as,slr0877-as
slr1728,kdpA
slr1646,rnc
slr2070-as2,slr2070-as2
sll1750-as,sll1750-as
sll1281,psbZ;  ycf9
sll0944,sll0944
slr1219-as,slr1219-as
ncr0620,ncr0620
sll0585-as,sll0585-as
slr1666,degT
slr1705-as2,slr1705-as2
sll1785,sll1785
slr2122,slr2122
slr0863,slr0863
ncl1530,ncl1530
slr0326-as,slr0326-as
sll1082,nrtD
ssr3341,hfq
slr0320,slr0320
slr0755_5'UTR,slr0755
slr2043,zntC
slr1837,slr1837
slr0353,slr0353
ncl1750,ncl1750
sll0572_5'UTR,sll0572
slr1022_5'UTR,argD
sll1688,thrC
slr0742-as,slr0742-as
slr8021,slr8021
sll1685,pxcA;  cotA;  ycf10
sll6036,sll6036
slr0724_5'UTR,sohA
sll0199,petE
ssr0680,ssr0680
sll0409-as,sll0409-as
sll0634-as,sll0634-as
sll0469,prsA
sll1167,pbp
slr0675,slr0675
sll1590,hik20
slr1519_5'UTR,hglK
slr1779_5'UTR,pdxJ
sll0282-as,sll0282-as
slr1898_5'UTR,argB
sll1498-as3,sll1498-as3
6803t16,6803t16
smr0004,psaI
slr1163-as,slr1163-as
sll1968,pmgA
slr0636,slr0636
slr1161_5'UTR,slr1161
slr1048-as,slr1048-as
slr1800-as,slr1800-as
sll1442,sll1442
sll0298,sll0298
sll0728-as,sll0728-as
sll0899,glmU
sll1893,hisF
slr1716,slr1716
slr1534,slr1534
slr0522-as,slr0522-as
sll0547_5'UTR,sll0547
slr0144-as,slr0144-as
slr1299_5'UTR,slr1299
sll1469,sll1469
sll0922-as,sll0922-as
slr2089-as4,slr2089-as4
slr0014,mgtC
sll1930,sll1930
slr2051_3'UTR,cpcG1
slr0890,slr0890
sll0198,sll0198
slr1306_5'UTR,slr1306
sll2006-as,sll2006-as
slr0257,ctpB
slr1322,tldD
slr1732_5'UTR,slr1732
sll1830,sll1830
slr0710,gdhA
sll1542,sll1542
6803t07,6803t07
sll1234-as2,sll1234-as2
sll1823-as,sll1823-as
sll0182-as,sll0182-as
slr0556,slr0556
sll0178_5'UTR,sll0178
sll0671,sll0671
slr0378-as,slr0378-as
ssr3532,ssr3532
ssl2789,ssl2789
sll0812-as,sll0812-as
sll1076-as,sll1076-as
sll1550,sll1550
slr1403-as5,slr1403-as5
sll1998,sll1998
slr1847-as,slr1847-as
Norf4,Norf4
sll0639-as,sll0639-as
sll1228-as2,sll1228
ncl1230,ncl1230
sll1878_5'UTR,sll1878
slr2126-as,slr2126-as
slr0769_5'UTR,slr0769
sll0621-as,sll0621-as
slr1930-as,slr1930-as
sll1039,sll1039
sll0992,sll0992
slr0063_5'UTR,pilB1
slr1431-as2,slr1431-as2
slr1206,slr1206
sll0174-as,sll0174-as
sll0209,sll0209
sll0183,sll0183
sll0284-as2,sll0284-as2
ssl3389,ssl3389
6803t11_3'UTR,6803t11_3'UTR
slr1577,slr1577
slr0604,lepA
ncl0120,ncl0120
slr1647-as,slr1647-as
slr1101_5'UTR,slr1101
ncl0250,ncl0250
sll1212_5'UTR,rfbD
sll1144,mraW
ncr0520,ncr0520
sll0088-as,sll0088-as
slr1800,slr1800
slr1028-as15,slr1028-as15
ssr1736_5'UTR,rpl32
ncl1120,ncl1120
slr1194_5'UTR,slr1194
ncr1500,ncr1500
slr0615-as2,slr0615-as2
sll1184-as,sll1184-as
slr1613,slr1613
slr0444,aroA
sll1037,sll1037
slr0881,slr0881
slr7023,slr7023
ncr0670,ncr0670
sll1360-as2,sll1360-as2
ncl1460,ncl1460
slr1485,slr1485
slr1324-as,slr1324-as
sll1058_5'UTR,dapB
ssr2227,ssr2227
slr1929-as,slr1929-as
Norf2_5'UTR,Norf2
sll0370_5'UTR,pyrA
slr0835,moxR
ssr3122_5'UTR,ssr3122
sll0207-as3,sll0207-as3
sll0327_5'UTR,sll0327
sll1432,hypB
slr1729-as,slr1729-as
slr1316,fecC
slr1272_5'UTR,slr1272
ssl3712-as,ssl3712-as
sll0830-as,sll0830-as
sll1544_5'UTR,sll1544
ncl0760,ncl0760
sll1869,cbaB
sll1363-as,sll1363-as
slr1148,slr1148
ssr2062_5'UTR,ssr2062
sll1092,sll1092
ssr7072,ssr7072
slr1624,slr1624
slr1646-as,slr1646-as
sll1263-as,sll1263-as
slr0963-as,slr0963-as
slr0749_5'UTR,chlL
sll1283,spoIID
slr0104_5'UTR,slr0104
sll0558,gun4; ycf53
sll1040,sll1040
slr1136_5'UTR,ctaCI
ncl1110,ncl1110
slr0081,slr0081
sll0576,sll0576
slr1909-as,slr1909-as
slr1798_5'UTR,pleD
slr1634_5'UTR,slr1634
sll0085,sll0085
ssr2708,ssr2708
sll0204-as2,sll0204-as2
slr0484_5'UTR,hik26
slr1814,slr1814
sll1461,sll1461
slr1024,slr1024
sll0590-as,sll0590-as
ncl0840,ncl0840
slr0686,slr0686
sll1783_5'UTR,sll1783
slr1804_5'UTR,slr1804
sll0070_5'UTR,purU
sll0161,sll0161
slr0304,slr0304
slr0089,erg6
sll0798-as,sll0798-as
slr1344-as,slr1344-as
ssr5092,ssr5092
ssr2377,ssr2377
sll0217-as,sll0217-as
sll1158,sll1158
slr0962_5'UTR,slr0962
sll1022-as,sll1022-as
slr1227-as2,slr1227-as2
slr0587,slr0587
sll1925,sll1925
slr1673-as,slr1673-as
ssl0564_5'UTR,ssl0564
sll1198,trmD
sll1414,sll1414
sll0156-as,sll0156-as
slr0658-as,slr0658-as
slr1851,slr1851
